book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
521,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",The Lincoln Lawyer ,123,Michael Connelly,4.14,https://images.gr-assets.com/books/1370140049m/79885.jpg,https://images.gr-assets.com/books/1370140049s/79885.jpg
522,Cloud Atlas,Cloud Atlas,113,David Mitchell,4.01,https://images.gr-assets.com/books/1406383769m/49628.jpg,https://images.gr-assets.com/books/1406383769s/49628.jpg
523,The Things They Carried,The Things They Carried,56,Tim O'Brien,4.12,https://images.gr-assets.com/books/1424663847m/133518.jpg,https://images.gr-assets.com/books/1424663847s/133518.jpg
525,"Pandemonium (Delirium, #2)",Pandemonium,76,Lauren Oliver,4.07,https://images.gr-assets.com/books/1310371414m/9593911.jpg,https://images.gr-assets.com/books/1310371414s/9593911.jpg
526,"Darkly Dreaming Dexter (Dexter, #1)",Darkly Dreaming Dexter,95,Jeff Lindsay,3.89,https://images.gr-assets.com/books/1334404607m/17231.jpg,https://images.gr-assets.com/books/1334404607s/17231.jpg
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",Living Dead in Dallas,97,Charlaine Harris,3.97,https://images.gr-assets.com/books/1329501808m/110494.jpg,https://images.gr-assets.com/books/1329501808s/110494.jpg
528,"The Dragon Reborn (Wheel of Time, #3)",The Dragon Reborn ,62,Robert Jordan,4.23,https://images.gr-assets.com/books/1480096580m/34897.jpg,https://images.gr-assets.com/books/1480096580s/34897.jpg
529,Gulliver's Travels,Gulliver’s Travels,1762,"Jonathan Swift, Robert DeMaria Jr.",3.55,https://images.gr-assets.com/books/1427829692m/7733.jpg,https://images.gr-assets.com/books/1427829692s/7733.jpg
530,Much Ado About Nothing,Much Ado About Nothing,805,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",4.06,https://images.gr-assets.com/books/1327885569m/12957.jpg,https://images.gr-assets.com/books/1327885569s/12957.jpg
531,Beowulf,Beowulf,601,"Unknown, Seamus Heaney",3.42,https://images.gr-assets.com/books/1327878125m/52357.jpg,https://images.gr-assets.com/books/1327878125s/52357.jpg
533,Go Set a Watchman,Go Set a Watchman,102,Harper Lee,3.31,https://images.gr-assets.com/books/1451442088m/24817626.jpg,https://images.gr-assets.com/books/1451442088s/24817626.jpg
534,When You Are Engulfed in Flames,When You Are Engulfed in Flames,47,David Sedaris,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Daughter of Smoke & Bone,89,Laini Taylor,4.04,https://images.gr-assets.com/books/1461353773m/8490112.jpg,https://images.gr-assets.com/books/1461353773s/8490112.jpg
536,"Red Queen (Red Queen, #1)",Red Queen,84,Victoria Aveyard,4.08,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg
538,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,76,John Berendt,3.9,https://images.gr-assets.com/books/1427166915m/386187.jpg,https://images.gr-assets.com/books/1427166915s/386187.jpg
539,"Hopeless (Hopeless, #1)",Hopeless,53,Colleen Hoover,4.34,https://images.gr-assets.com/books/1353489892m/15717943.jpg,https://images.gr-assets.com/books/1353489892s/15717943.jpg
540,A Little Princess,A Little Princess,11,"Frances Hodgson Burnett, Nancy Bond",4.2,https://images.gr-assets.com/books/1327868556m/3008.jpg,https://images.gr-assets.com/books/1327868556s/3008.jpg
541,The Truth About Forever,The Truth About Forever,45,Sarah Dessen,4.13,https://images.gr-assets.com/books/1362767907m/51737.jpg,https://images.gr-assets.com/books/1362767907s/51737.jpg
542,"The Horse and His Boy (Chronicles of Narnia, #5)",The horse and his boy,280,C.S. Lewis,3.9,https://images.gr-assets.com/books/1388210968m/84119.jpg,https://images.gr-assets.com/books/1388210968s/84119.jpg
543,"Last Sacrifice (Vampire Academy, #6)",Last Sacrifice ,63,Richelle Mead,4.42,https://images.gr-assets.com/books/1319850978m/6527740.jpg,https://images.gr-assets.com/books/1319850978s/6527740.jpg
544,"Little House on the Prairie (Little House, #2)",Little House on the Prairie,146,"Laura Ingalls Wilder, Garth Williams",4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
545,The Velveteen Rabbit,The Velveteen Rabbit,383,"Margery Williams Bianco, William   Nicholson",4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Zen and the Art of Motorcycle Maintenance,181,Robert M. Pirsig,3.76,https://images.gr-assets.com/books/1410136019m/629.jpg,https://images.gr-assets.com/books/1410136019s/629.jpg
547,The War of the Worlds,The War of the Worlds,1167,"H.G. Wells, Arthur C. Clarke",3.8,https://images.gr-assets.com/books/1320391644m/8909.jpg,https://images.gr-assets.com/books/1320391644s/8909.jpg
549,Corduroy,Corduroy,58,Don Freeman,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
550,The Omnivore's Dilemma: A Natural History of Four Meals,The Omnivore's Dilemma,54,Michael Pollan,4.17,https://images.gr-assets.com/books/1393804353m/3109.jpg,https://images.gr-assets.com/books/1393804353s/3109.jpg
551,Life After Life,Life After Life,95,Kate Atkinson,3.74,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg
552,The Rescue,The Rescue,93,Nicholas Sparks,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553,Needful Things,Needful Things,135,Stephen King,3.87,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg
554,"Voyager (Outlander, #3)",Voyager,105,Diana Gabaldon,4.38,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg
555,"Hamlet: Screenplay, Introduction And Film Diary",Abc,3,"Kenneth Branagh, William Shakespeare",4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
556,Cujo,Cujo,143,Stephen King,3.65,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg
557,The Virgin Suicides,The Virgin Suicides,102,Jeffrey Eugenides,3.83,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg
558,"Dead to the World (Sookie Stackhouse, #4)",Dead to the World,88,Charlaine Harris,4.13,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg
559,Tess of the D'Urbervilles,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,918,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",3.77,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg
560,Madame Bovary,Madame Bovary,1682,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",3.64,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg
561,The Phantom Tollbooth,The Phantom Tollbooth,82,"Norton Juster, Jules Feiffer",4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
562,"The Way of Kings (The Stormlight Archive, #1)",The Way of Kings,48,Brandon Sanderson,4.64,https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg
563,"Club Dead (Sookie Stackhouse, #3)",Club Dead,90,Charlaine Harris,4.03,https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg
565,"The Well of Ascension (Mistborn, #2)",Abc,60,Brandon Sanderson,4.35,https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg
566,"After You (Me Before You, #2)",After You,94,Jojo Moyes,3.7,https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg
567,The Language of Flowers,The Language of Flowers,90,Vanessa Diffenbaugh,4.07,https://images.gr-assets.com/books/1333577674m/10032672.jpg,https://images.gr-assets.com/books/1333577674s/10032672.jpg
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",Batman: The Dark Knight Returns,71,"Frank Miller, Klaus Janson, Lynn Varley",4.25,https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg
569,"The Angel Experiment (Maximum Ride, #1)",The Angel Experiment,96,James Patterson,4.08,https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg
570,High Fidelity,High Fidelity,136,Nick Hornby,3.94,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg
571,The Guardian,The Guardian,88,Nicholas Sparks,4.14,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg
572,"Oryx and Crake (MaddAddam, #1)",Oryx and Crake,109,Margaret Atwood,4.0,https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg
573,"Men Are from Mars, Women Are from Venus","Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",202,John Gray,3.52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Kitchen Confidential: Adventures in the Culinary Underbelly,78,Anthony Bourdain,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
575,Timeline,Timeline,124,Michael Crichton,3.83,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg
576,Candide,Candide,1039,Voltaire,3.76,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg
577,Tuck Everlasting,Tuck Everlasting,127,Natalie Babbitt,3.85,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg
578,Christine,Christine,156,"Stephen King, Marie Milpois",3.72,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg
579,Are You My Mother?,Are You My Mother?,44,P.D. Eastman,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
581,"Scarlet (The Lunar Chronicles, #2)",Scarlet,64,Marissa Meyer,4.3,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg
583,"Silence (Hush, Hush, #3)",Silence ,65,Becca Fitzpatrick,4.16,https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg
584,The Magicians (The Magicians #1),The Magicians,67,Lev Grossman,3.47,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg
586,"A Great and Terrible Beauty (Gemma Doyle, #1)",A Great and Terrible Beauty,65,Libba Bray,3.79,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg
587,Everything Is Illuminated,Everything Is Illuminated,107,Jonathan Safran Foer,3.9,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg
588,"The Bourne Supremacy (Jason Bourne, #2)",The Bourne Supremacy,101,Robert Ludlum,4.09,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg
589,"Easy (Contours of the Heart, #1)",Easy,53,Tammara Webber,4.11,https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg
590,David Copperfield,David Copperfield,1240,"Charles Dickens, Jeremy Tambling",3.96,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg
591,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,67,"Sherman Alexie, Ellen Forney",4.11,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg
592,The Master and Margarita,Мастер и Маргарита,586,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",4.32,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg
593,"A Wizard of Earthsea (Earthsea Cycle, #1)",A Wizard of Earthsea,157,Ursula K. Le Guin,3.99,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg
594,Because of Winn-Dixie,Because of Winn-Dixie,77,"Kate DiCamillo, Chris Sheban",4.0,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg
595,A Separate Peace,A Separate Peace,82,John Knowles,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
596,The Rainmaker,The Rainmaker,117,John Grisham,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
597,Don Quixote,Don Quijote de La Mancha,1887,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",3.85,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg
598,"Assassin's Apprentice (Farseer Trilogy, #1)",Assassin's Apprentice,108,Robin Hobb,4.14,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg
599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",The Restaurant at the End of the Universe,162,Douglas Adams,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
600,"Torment (Fallen, #2)",Torment,82,Lauren Kate,3.89,https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg
601,The Tale of Peter Rabbit,The Tale of Peter Rabbit,1,Beatrix Potter,4.17,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg
602,"The Silver Chair (Chronicles of Narnia, #4)",The Silver Chair,257,"C.S. Lewis, Pauline Baynes",3.95,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg
603,"The Hero of Ages (Mistborn, #3)",The Hero of Ages,63,Brandon Sanderson,4.46,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg
604,"Girl, Interrupted","Girl, Interrupted",49,Susanna Kaysen,3.9,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg
605,"Are You There, Vodka? It's Me, Chelsea","Are You There, Vodka? It's Me, Chelsea",24,Chelsea Handler,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
606,Jonathan Livingston Seagull,Jonathan Livingston Seagull,278,"Richard Bach, Russell Munson",3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
607,"City of Heavenly Fire (The Mortal Instruments, #6)",City of Heavenly Fire,7,Cassandra Clare,4.48,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg
608,Love You Forever,Love You Forever,54,"Robert Munsch, Sheila McGraw",4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
609,Cell,Cell,123,Stephen King,3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,33,Daniel James Brown,4.32,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg
611,The Silmarillion (Middle-Earth Universe),The Silmarillion,339,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",3.87,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg
612,"The Drawing of the Three (The Dark Tower, #2)",The Drawing of the Three,164,Stephen King,4.23,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg
613,The Forgotten Garden,The Forgotten Garden,119,Kate Morton,4.12,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg
614,The Trial,Der Prozeß,915,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",3.98,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg
616,Plain Truth,Plain Truth,65,Jodi Picoult,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
617,Orange Is the New Black,Orange Is the New Black: My Year in a Women's Prison,69,Piper Kerman,3.7,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg
618,The Hound of the Baskervilles,The Hound of the Baskervilles,1717,"Arthur Conan Doyle, Anne Perry",4.09,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg
620,"The Mists of Avalon (Avalon, #1)",The Mists of Avalon,103,Marion Zimmer Bradley,4.12,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg
621,"Are You There God? It's Me, Margaret","Are You There God? It's Me, Margaret",75,Judy Blume,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
622,Nights in Rodanthe,Nights in Rodanthe,115,Nicholas Sparks,3.82,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg
623,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Mr. Mercedes,111,Stephen King,3.92,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg
624,"All Together Dead (Sookie Stackhouse, #7)",All Together Dead,73,Charlaine Harris,4.05,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg
625,Midwives,Midwives,39,Chris Bohjalian,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
626,The Polar Express,The Polar Express,57,Chris Van Allsburg,4.29,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg
627,The True Story of the 3 Little Pigs,The True Story of the Three Little Pigs,39,"Jon Scieszka, Lane Smith",4.29,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg
628,"Patriot Games (Jack Ryan Universe, #2)",Patriot Games,88,Tom Clancy,4.11,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg
631,"Dead as a Doornail (Sookie Stackhouse, #5)",Dead as a Doornail ,80,Charlaine Harris,4.01,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg
632,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)",77,Tahereh Mafi,4.01,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg
633,Starship Troopers,Starship Troopers,132,Robert A. Heinlein,3.99,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg
634,I've Got Your Number,I've Got Your Number,86,Sophie Kinsella,3.93,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732s/12033455.jpg
635,Sophie's World,Sofies Verden,239,"Jostein Gaarder, Paulette Møller",3.88,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg
637,The Martian Chronicles,The Martian Chronicles,271,Ray Bradbury,4.12,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg
638,A Visit from the Goon Squad,A Visit From the Goon Squad,76,Jennifer Egan,3.64,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg
639,Heidi,Heidi,771,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
640,Prey,Prey,113,Michael Crichton,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
641,"The Last Battle (Chronicles of Narnia, #7)",The Last Battle,245,C.S. Lewis,4.02,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg
642,"World Without End (The Kingsbridge Series, #2)",World Without End,2,Ken Follett,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
643,"Chosen (House of Night, #3)",Chosen: A House of Night Novel,77,"P.C. Cast, Kristin Cast",3.9,https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg
644,"Slammed (Slammed, #1)",Slammed,60,Colleen Hoover,4.29,https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463s/13372690.jpg
646,The Canterbury Tales,Tales of Caunterbury,634,"Geoffrey Chaucer, Nevill Coghill",3.48,https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589s/2696.jpg
648,"Inheritance (The Inheritance Cycle, #4)",Inheritance,119,Christopher Paolini,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
649,1Q84,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],107,"Haruki Murakami, Jay Rubin, Philip Gabriel",3.89,https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331s/10357575.jpg
650,Uncle Tom's Cabin,Uncle Tom's Cabin or Life Among the Lowly,1075,Harriet Beecher Stowe,3.83,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231s/46787.jpg
651,The Phantom of the Opera,Le Fantôme de l'Opéra,782,"Gaston Leroux, Alexander Teixeira de Mattos",3.97,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg
652,"Definitely Dead (Sookie Stackhouse, #6)","Definitely Dead (Sookie Stackhouse, #6)",75,Charlaine Harris,4.02,https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748s/140079.jpg
653,Blindness,Ensaio Sobre a Cegueira,231,"José Saramago, Giovanni Pontiero",4.08,https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409s/2526.jpg
654,Freedom,Freedom,92,Jonathan Franzen,3.73,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686s/7905092.jpg
655,"Crossed (Matched, #2)",Crossed,63,Ally Condie,3.52,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg
657,The White Tiger,The White Tiger,104,Aravind Adiga,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
658,The Corrections,The Corrections,133,Jonathan Franzen,3.78,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg
660,Congo,Congo,83,Michael Crichton,3.55,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",47,"Judith Viorst, Ray Cruz",4.22,https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744s/46677.jpg
662,Interpreter of Maladies,Interpreter of Maladies,83,Jhumpa Lahiri,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
663,A People's History of the United States,A People's History of the United States: 1492 to Present,83,Howard Zinn,4.07,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423s/2767.jpg
